provinces,cityMunicipality,link
BUKIDNON,KALILANGAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/BUKIDNON/KALILANGAN.pdf
BUKIDNON,KIBAWE,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/BUKIDNON/KIBAWE.pdf
BUKIDNON,KITAOTAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/BUKIDNON/KITAOTAO.pdf
BUKIDNON,LANTAPAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/BUKIDNON/LANTAPAN.pdf
BUKIDNON,LIBONA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/BUKIDNON/LIBONA.pdf
BUKIDNON,MALITBOG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/BUKIDNON/MALITBOG.pdf
BUKIDNON,MANOLO FORTICH,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/BUKIDNON/MANOLO_FORTICH.pdf
BUKIDNON,MARAMAG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/BUKIDNON/MARAMAG.pdf
BUKIDNON,PANGANTUCAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/BUKIDNON/PANGANTUCAN.pdf
BUKIDNON,QUEZON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/BUKIDNON/QUEZON.pdf
BUKIDNON,SAN FERNANDO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/BUKIDNON/SAN_FERNANDO.pdf
BUKIDNON,SUMILAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/BUKIDNON/SUMILAO.pdf
BUKIDNON,TALAKAG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/BUKIDNON/TALAKAG.pdf
BUKIDNON,VALENCIA CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/BUKIDNON/VALENCIA_CITY.pdf
CAMIGUIN,CATARMAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/CAMIGUIN/CATARMAN.pdf
CAMIGUIN,GUINSILIBAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/CAMIGUIN/GUINSILIBAN.pdf
CAMIGUIN,MAHINOG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/CAMIGUIN/MAHINOG.pdf
CAMIGUIN,MAMBAJAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/CAMIGUIN/MAMBAJAO.pdf
CAMIGUIN,SAGAY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/CAMIGUIN/SAGAY.pdf
LANAO DEL NORTE,BACOLOD,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/BACOLOD.pdf
LANAO DEL NORTE,BALOI,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/BALOI.pdf
LANAO DEL NORTE,BAROY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/BAROY.pdf
LANAO DEL NORTE,ILIGAN CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/ILIGAN_CITY.pdf
LANAO DEL NORTE,KAPATAGAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/KAPATAGAN.pdf
LANAO DEL NORTE,KAUSWAGAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/KAUSWAGAN.pdf
LANAO DEL NORTE,KOLAMBUGAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/KOLAMBUGAN.pdf
LANAO DEL NORTE,LALA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/LALA.pdf
LANAO DEL NORTE,LINAMON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/LINAMON.pdf
LANAO DEL NORTE,MAGSAYSAY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/MAGSAYSAY.pdf
LANAO DEL NORTE,MAIGO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/MAIGO.pdf
LANAO DEL NORTE,MATUNGAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/MATUNGAO.pdf
LANAO DEL NORTE,MUNAI,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/MUNAI.pdf
LANAO DEL NORTE,NUNUNGAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/NUNUNGAN.pdf
LANAO DEL NORTE,PANTAO RAGAT,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/PANTAO_RAGAT.pdf
LANAO DEL NORTE,PANTAR,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/PANTAR.pdf
LANAO DEL NORTE,POONA PIAGAPO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/POONA_PIAGAPO.pdf
LANAO DEL NORTE,SALVADOR,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/SALVADOR.pdf
LANAO DEL NORTE,SAPAD,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/SAPAD.pdf
LANAO DEL NORTE,SULTAN NAGA DIMAPORO (KAROMATAN),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/SULTAN_NAGA_DIMAPORO_KAROMATAN.pdf
LANAO DEL NORTE,TAGOLOAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/TAGOLOAN.pdf
LANAO DEL NORTE,TANGCAL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/TANGCAL.pdf
LANAO DEL NORTE,TUBOD,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/LANAO_DEL_NORTE/TUBOD.pdf
MISAMIS OCCIDENTAL,ALORAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_OCCIDENTAL/ALORAN.pdf
MISAMIS OCCIDENTAL,BALIANGAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_OCCIDENTAL/BALIANGAO.pdf
MISAMIS OCCIDENTAL,BONIFACIO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_OCCIDENTAL/BONIFACIO.pdf
MISAMIS OCCIDENTAL,CALAMBA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_OCCIDENTAL/CALAMBA.pdf
MISAMIS OCCIDENTAL,CLARIN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_OCCIDENTAL/CLARIN.pdf
MISAMIS OCCIDENTAL,CONCEPCION,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_OCCIDENTAL/CONCEPCION.pdf
MISAMIS OCCIDENTAL,DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_OCCIDENTAL/DON_VICTORIANO_CHIONGBIAN_DON_MARIANO_MARCOS.pdf
MISAMIS OCCIDENTAL,JIMENEZ,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_OCCIDENTAL/JIMENEZ.pdf
MISAMIS OCCIDENTAL,LOPEZ JAENA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_OCCIDENTAL/LOPEZ_JAENA.pdf
MISAMIS OCCIDENTAL,OROQUIETA CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_OCCIDENTAL/OROQUIETA_CITY.pdf
MISAMIS OCCIDENTAL,OZAMIS CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_OCCIDENTAL/OZAMIS_CITY.pdf
MISAMIS OCCIDENTAL,PANAON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_OCCIDENTAL/PANAON.pdf
MISAMIS OCCIDENTAL,PLARIDEL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_OCCIDENTAL/PLARIDEL.pdf
MISAMIS OCCIDENTAL,SAPANG DALAGA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_OCCIDENTAL/SAPANG_DALAGA.pdf
MISAMIS OCCIDENTAL,SINACABAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_OCCIDENTAL/SINACABAN.pdf
MISAMIS OCCIDENTAL,TANGUB CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_OCCIDENTAL/TANGUB_CITY.pdf
MISAMIS OCCIDENTAL,TUDELA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_OCCIDENTAL/TUDELA.pdf
MISAMIS ORIENTAL,ALUBIJID,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/ALUBIJID.pdf
MISAMIS ORIENTAL,BALINGASAG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/BALINGASAG.pdf
MISAMIS ORIENTAL,BALINGOAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/BALINGOAN.pdf
MISAMIS ORIENTAL,BINUANGAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/BINUANGAN.pdf
MISAMIS ORIENTAL,CAGAYAN DE ORO CITY DIST 1,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/CAGAYAN_DE_ORO_1ST_DISTRICT.pdf
MISAMIS ORIENTAL,CAGAYAN DE ORO CITY DIST 2,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/CAGAYAN_DE_ORO_2ND_DISTRICT.pdf
MISAMIS ORIENTAL,CLAVERIA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/CLAVERIA.pdf
MISAMIS ORIENTAL,EL SALVADOR CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/EL_SALVADOR_CITY.pdf
MISAMIS ORIENTAL,GINGOOG CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/GINGOOG_CITY.pdf
MISAMIS ORIENTAL,GITAGUM,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/GITAGUM.pdf
MISAMIS ORIENTAL,INITAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/INITAO.pdf
MISAMIS ORIENTAL,JASAAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/JASAAN.pdf
MISAMIS ORIENTAL,KINOGUITAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/KINOGUITAN.pdf
MISAMIS ORIENTAL,LAGONGLONG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/LAGONGLONG.pdf
MISAMIS ORIENTAL,LAGUINDINGAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/LAGUINDINGAN.pdf
MISAMIS ORIENTAL,LIBERTAD,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/LIBERTAD.pdf
MISAMIS ORIENTAL,LUGAIT,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/LUGAIT.pdf
MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/MAGSAYSAY.pdf
MISAMIS ORIENTAL,MANTICAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/MANTICAO.pdf
MISAMIS ORIENTAL,MEDINA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/MEDINA.pdf
MISAMIS ORIENTAL,NAAWAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/NAAWAN.pdf
MISAMIS ORIENTAL,OPOL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/OPOL.pdf
MISAMIS ORIENTAL,SALAY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/SALAY.pdf
MISAMIS ORIENTAL,SUGBONGCOGON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/SUGBONGCOGON.pdf
MISAMIS ORIENTAL,TAGOLOAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/TAGOLOAN.pdf
MISAMIS ORIENTAL,TALISAYAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/TALISAYAN.pdf
MISAMIS ORIENTAL,VILLANUEVA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_X/MISAMIS_ORIENTAL/VILLANUEVA.pdf
DAVAO (DAVAO DEL NORTE),ASUNCION (SAUG),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_NORTE/ASUNCION.pdf
DAVAO (DAVAO DEL NORTE),BRAULIO E. DUJALI,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_NORTE/BRAULIO_E_DUJALI.pdf
DAVAO (DAVAO DEL NORTE),CARMEN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_NORTE/CARMEN.pdf
DAVAO (DAVAO DEL NORTE),CITY OF TAGUM,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_NORTE/CITY_OF_TAGUM.pdf
DAVAO (DAVAO DEL NORTE),ISLAND GARDEN CITY OF SAMAL (BABAK DISTRICT),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_NORTE/ISLAND_GARDEN_CITY_OF_SAMAL_BABAK_DIST.pdf
DAVAO (DAVAO DEL NORTE),ISLAND GARDEN CITY OF SAMAL (KAPUTIAN DISTRICT),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_NORTE/ISLAND_GARDEN_CITY_OF_SAMAL_KAPUTIAN_DIST.pdf
DAVAO (DAVAO DEL NORTE),ISLAND GARDEN CITY OF SAMAL (SAMAL DISTRICT),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_NORTE/ISLAND_GARDEN_CITY_OF_SAMAL_SAMAL_DIST.pdf
DAVAO (DAVAO DEL NORTE),KAPALONG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_NORTE/KAPALONG.pdf
DAVAO (DAVAO DEL NORTE),NEW CORELLA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_NORTE/NEW_CORELLA.pdf
DAVAO (DAVAO DEL NORTE),PANABO CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_NORTE/PANABO_CITY.pdf
DAVAO (DAVAO DEL NORTE),SAN ISIDRO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_NORTE/SAN_ISIDRO.pdf
DAVAO (DAVAO DEL NORTE),SANTO TOMAS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_NORTE/SANTO_TOMAS.pdf
DAVAO (DAVAO DEL NORTE),TALAINGOD,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_NORTE/TALAINGOD.pdf
DAVAO DEL SUR,BANSALAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_SUR/BANSALAN.pdf
DAVAO DEL SUR,DAVAO CITY DIST 1,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_SUR/DAVAO_CITY_1ST_DIST.pdf
DAVAO DEL SUR,DAVAO CITY DIST 2,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_SUR/DAVAO_CITY_2ND_DIST.pdf
DAVAO DEL SUR,DAVAO CITY DIST 3,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_SUR/DAVAO_CITY_3RD_DIST.pdf
DAVAO DEL SUR,DIGOS CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_SUR/DIGOS_CITY.pdf
DAVAO DEL SUR,HAGONOY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_SUR/HAGONOY.pdf
DAVAO DEL SUR,KIBLAWAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_SUR/KIBLAWAN.pdf
DAVAO DEL SUR,MAGSAYSAY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_SUR/MAGSAYSAY.pdf
DAVAO DEL SUR,MALALAG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_SUR/MALALAG.pdf
DAVAO DEL SUR,MATANAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_SUR/MATANAO.pdf
DAVAO DEL SUR,PADADA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_SUR/PADADA.pdf
DAVAO DEL SUR,SANTA CRUZ,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_SUR/SANTA_CRUZ.pdf
DAVAO DEL SUR,SULOP,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DEL_SUR/SULOP.pdf
DAVAO ORIENTAL,BAGANGA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_ORIENTAL/BAGANGA.pdf
DAVAO ORIENTAL,BANAYBANAY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_ORIENTAL/BANAYBANAY.pdf
DAVAO ORIENTAL,BOSTON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_ORIENTAL/BOSTON.pdf
DAVAO ORIENTAL,CARAGA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_ORIENTAL/CARAGA.pdf
DAVAO ORIENTAL,CATEEL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_ORIENTAL/CATEEL.pdf
DAVAO ORIENTAL,GOVERNOR GENEROSO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_ORIENTAL/GOVERNOR_GENEROSO.pdf
DAVAO ORIENTAL,LUPON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_ORIENTAL/LUPON.pdf
DAVAO ORIENTAL,MANAY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_ORIENTAL/MANAY.pdf
DAVAO ORIENTAL,MATI CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_ORIENTAL/MATI_CITY.pdf
DAVAO ORIENTAL,SAN ISIDRO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_ORIENTAL/SAN_ISIDRO.pdf
DAVAO ORIENTAL,TARRAGONA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_ORIENTAL/TARRAGONA.pdf
DAVAO OCCIDENTAL,DON MARCELINO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_OCCIDENTAL/DON_MARCELINO.pdf
DAVAO OCCIDENTAL,JOSE ABAD SANTOS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_OCCIDENTAL/JOSE_ABAD_SANTOS.pdf
DAVAO OCCIDENTAL,MALITA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_OCCIDENTAL/MALITA.pdf
DAVAO OCCIDENTAL,SANTA MARIA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_OCCIDENTAL/SANTA_MARIA.pdf
DAVAO OCCIDENTAL,SARANGANI,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_OCCIDENTAL/SARANGANI.pdf
DAVAO DE ORO,COMPOSTELA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DE_ORO/COMPOSTELA.pdf
DAVAO DE ORO,LAAK (SAN VICENTE),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DE_ORO/LAAK.pdf
DAVAO DE ORO,MABINI (DOÑA ALICIA),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DE_ORO/MABINI.pdf
DAVAO DE ORO,MACO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DE_ORO/MACO.pdf
DAVAO DE ORO,MARAGUSAN (SAN MARIANO),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DE_ORO/MARAGUSAN.pdf
DAVAO DE ORO,MAWAB,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DE_ORO/MAWAB.pdf
DAVAO DE ORO,MONKAYO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DE_ORO/MONKAYO.pdf
DAVAO DE ORO,MONTEVISTA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DE_ORO/MONTEVISTA.pdf
DAVAO DE ORO,NABUNTURAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DE_ORO/NABUNTURAN.pdf
DAVAO DE ORO,NEW BATAAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DE_ORO/NEW_BATAAN.pdf
DAVAO DE ORO,PANTUKAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XI/DAVAO_DE_ORO/PANTUKAN.pdf
COTABATO (NORTH COT.),ALAMADA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/NORTH_COTABATO/ALAMADA.pdf
COTABATO (NORTH COT.),ALEOSAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/NORTH_COTABATO/ALEOSAN.pdf
COTABATO (NORTH COT.),ANTIPAS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/NORTH_COTABATO/ANTIPAS.pdf
COTABATO (NORTH COT.),ARAKAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/NORTH_COTABATO/ARAKAN.pdf
COTABATO (NORTH COT.),BANISILAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/NORTH_COTABATO/BANISILAN.pdf
COTABATO (NORTH COT.),CARMEN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/NORTH_COTABATO/CARMEN.pdf
COTABATO (NORTH COT.),CITY OF KIDAPAWAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/NORTH_COTABATO/KIDAPAWAN_CITY.pdf
COTABATO (NORTH COT.),KABACAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/NORTH_COTABATO/KABACAN.pdf
COTABATO (NORTH COT.),LIBUNGAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/NORTH_COTABATO/LIBUNGAN.pdf
COTABATO (NORTH COT.),MAGPET,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/NORTH_COTABATO/MAGPET.pdf
COTABATO (NORTH COT.),MAKILALA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/NORTH_COTABATO/MAKILALA.pdf
COTABATO (NORTH COT.),MATALAM,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/NORTH_COTABATO/MATALAM.pdf
COTABATO (NORTH COT.),MIDSAYAP,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/NORTH_COTABATO/MIDSAYAP.pdf
